"gsis_id","season","week","passing_att","passing_cmp_air_yds","passing_incmp_air_yds","receiving_yac_yds","receiving_yds","receiving_rec","receiving_tds","rushing_yds","rushing_att","rushing_tds","defense","opponent"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,0,5,5,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,17,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,5,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,4,0,1,5,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,41,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,-4,0,11,7,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,18,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,2,0,4,6,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,4,0,0,4,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,4,0,2,6,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,0,2,2,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,3,1,0,"LA","CAR"
"2019090800",2019,1,1,-5,0,8,3,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,8,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,2,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,-1,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,3,1,0,"LA","CAR"
"2019090800",2019,1,1,0,2,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,6,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,6,1,0,"LA","CAR"
"2019090800",2019,1,1,8,0,6,14,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,10,0,7,17,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,18,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,17,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,-4,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,6,1,0,"CAR","LA"
"2019090800",2019,1,1,13,0,9,22,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,2,1,0,"CAR","LA"
"2019090800",2019,1,1,0,-3,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,-5,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,5,1,1,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,5,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,2,0,7,9,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,13,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,3,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,2,0,7,9,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,-2,1,0,"CAR","LA"
"2019090800",2019,1,1,2,0,1,3,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,-2,0,8,6,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,2,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,12,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,0,5,5,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,1,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,11,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,4,0,0,4,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,7,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,0,7,7,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,3,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,1,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,17,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,1,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,13,0,2,15,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,4,0,2,6,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,10,0,1,11,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,5,0,5,10,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,12,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,9,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,0,12,12,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,25,1,0,"CAR","LA"
"2019090800",2019,1,1,12,0,3,15,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,15,0,9,24,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,8,1,1,"LA","CAR"
"2019090800",2019,1,1,7,0,7,14,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,6,1,0,"LA","CAR"
"2019090800",2019,1,1,10,0,4,14,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,1,1,0,"LA","CAR"
"2019090800",2019,1,1,0,0,14,14,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,3,1,0,"LA","CAR"
"2019090800",2019,1,1,0,-2,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,1,1,1,"CAR","LA"
"2019090800",2019,1,1,0,0,6,6,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,10,1,0,"CAR","LA"
"2019090800",2019,1,1,8,0,0,8,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,15,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,4,1,0,"CAR","LA"
"2019090800",2019,1,1,6,0,4,10,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,5,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,3,0,0,3,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,3,0,0,3,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,2,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,7,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,9,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,12,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,2,1,0,"LA","CAR"
"2019090800",2019,1,1,-5,0,21,16,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,-4,0,8,4,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,10,0,4,14,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,10,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,-3,0,9,6,1,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,2,1,1,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,3,1,0,"LA","CAR"
"2019090800",2019,1,1,0,20,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,20,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,6,1,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,0,30,0,0,0,0,0,0,0,"LA","CAR"
"2019090800",2019,1,1,4,0,0,4,1,0,0,0,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,1,0,"LA","CAR"
"2019090800",2019,1,0,0,0,0,0,0,0,0,0,0,"CAR","LA"
"2019090800",2019,1,1,5,0,0,5,1,1,0,0,0,"CAR","LA"
"2019090800",2019,1,0,0,0,0,0,0,0,0,1,0,"CAR","LA"
